Album,Rating,Genres,TrackName,Artist,Released,Price,Time,Label
The Hunger Games (Songs from District 12 and Beyond),4.60053,"Soundtrack,Music",Eyes Open,Taylor Swift,"Jan 01, 2012",$1.29,4:04,"℗ 2012 Universal Republic Records, a division of UMG Recordings, Inc."
Come Back… Be Here - Single,4.875,"Country,Music",Come Back...Be Here,Taylor Swift,2012,$1.29,3:42,"℗ 2012 Big Machine Records, LLC."
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",Hey Stephen,Taylor Swift,"Nov 11, 2008",$1.29,4:14,"℗ 2008 Big Machine Records, LLC"
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",Forever & Always,Taylor Swift,"Nov 11, 2008",$1.29,3:45,"℗ 2008 Big Machine Records, LLC"
Hannah Montana: The Movie (Original Motion Picture Soundtrack),3.84594,"Soundtrack,Music,Country,Contemporary Country,Pop,Teen Pop,Honky Tonk,Rock",Crazier,Taylor Swift,"Mar 24, 2009",$1.29,3:11,℗ 2009 Walt Disney Records
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Haunted,Taylor Swift,"Oct 25, 2010",$1.29,4:02,"℗ 2010 Big Machine Records, LLC."
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",I Almost Do,Taylor Swift,"Oct 22, 2012",$1.29,4:04,"℗ 2012 Big Machine Records, LLC."
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",Stay Stay Stay,Taylor Swift,"Oct 22, 2012",$1.29,3:25,"℗ 2012 Big Machine Records, LLC."
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",The Last Time (feat. Gary Lightbody),Taylor Swift,"Oct 22, 2012",$1.29,4:59,"℗ 2012 Big Machine Records, LLC."
The Moment I Knew - Single,4.85714,"Country,Music",The Moment I Knew,Taylor Swift,2012,$1.29,4:44,"℗ 2012 Big Machine Records, LLC."
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Stick,Ingrid Michaelson,"Nov 11, 2014",$1.29,3:35,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Afterlife,Ingrid Michaelson,"Nov 11, 2014",$1.29,4:04,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Over You (feat. A Great Big World),Ingrid Michaelson,"Nov 11, 2014",$1.29,4:43,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Everyone Is Gonna Love Me Now,Ingrid Michaelson,"Nov 11, 2014",$1.29,5:17,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",My Darling,Ingrid Michaelson,"Nov 11, 2014",$1.29,4:22,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Over You (Demo),Ingrid Michaelson,"Nov 11, 2014",$1.29,4:03,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",When I Go,Ingrid Michaelson,"Nov 11, 2014",$1.29,3:12,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",(I'll Be Glad When You're Dead) You Rascal You,Ingrid Michaelson,"Nov 11, 2014",$1.29,2:21,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Skinny Love (Live),Ingrid Michaelson,"Nov 11, 2014",$1.29,4:23,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Everyone Is Gonna Love Me Now (Demo),Ingrid Michaelson,"Nov 11, 2014",$1.29,5:06,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Home,Ingrid Michaelson,"Nov 11, 2014",$1.29,4:24,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
Lights Out (Deluxe Version),4.51429,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Ready To Lose (feat. Trent Dabbs),Ingrid Michaelson,"Nov 11, 2014",$1.29,3:33,℗ Cabin 24 Records under exclusive NA license to Mom+Pop
I'll Be Home For Christmas,4.43609,"Holiday,Music",Winter Song,Sara Bareilles & Ingrid Michaelson,"Nov 24, 2014",$1.29,4:26,"℗ Compilation (P) 2014 Epic Records, a division of Sony Music Entertainment"
Demos for Betty (Benefiting the Staten Island Museum) - EP,4.75676,"Pop,Music",Disaster,Ingrid Michaelson,"Jun 05, 2015",$1.29,4:06,℗ 2015 Cabin 24 Records
Demos for Betty (Benefiting the Staten Island Museum) - EP,4.75676,"Pop,Music",Walk Away,Ingrid Michaelson,"Jun 05, 2015",$1.29,3:22,℗ 2015 Cabin 24 Records
Demos for Betty (Benefiting the Staten Island Museum) - EP,4.75676,"Pop,Music",San Francisco,Ingrid Michaelson,"Jun 05, 2015",$1.29,3:44,℗ 2015 Cabin 24 Records
Demos for Betty (Benefiting the Staten Island Museum) - EP,4.75676,"Pop,Music",You'll Never Know,Ingrid Michaelson,"Jun 05, 2015",$1.29,1:25,℗ 2015 Cabin 24 Records
Demos for Betty (Benefiting the Staten Island Museum) - EP,4.75676,"Pop,Music",The Tour Song (This Is For),Ingrid Michaelson,"Jun 05, 2015",$1.29,3:05,℗ 2015 Cabin 24 Records
The Magic Strings of Frankie Presto: The Musical Companion,4.85714,"Soundtrack,Music",Our Secret,Ingrid Michaelson,"Nov 06, 2015",$1.29,3:53,"℗ 2015 Republic Records, a division of UMG Recordings, Inc."
Little Romance - Single,,"Singer/Songwriter,Music,Pop",Little Romance,Ingrid Michaelson,2007,$1.29,2:48,℗ 2007 Cabin 24 Records
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Whole Lot of Heart,Ingrid Michaelson,"Aug 26, 2016",$1.29,3:45,℗ 2016 Cabin 24 Records
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Miss America,Ingrid Michaelson,"Aug 26, 2016",$1.29,3:32,℗ 2016 Cabin 24 Records
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Another Life,Ingrid Michaelson,"Aug 26, 2016",$1.29,4:13,℗ 2016 Cabin 24 Records
Live Session (iTunes Exclusive) - EP,4.56088,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter",Creep (Live),Ingrid Michaelson,"Feb 10, 2009",$0.99,3:43,℗ 2008 Cabin 24 Records
Maybe - Single,4.72581,"Pop,Music",Maybe,Ingrid Michaelson,"Jul 14, 2009",$1.29,3:12,℗ 2009 Cabin 24 Records
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",The Best Day,Taylor Swift,"Nov 11, 2008",$1.29,4:05,"℗ 2008 Big Machine Records, LLC"
Wildest Dreams (R3hab Remix) - Single,4.38562,"Pop,Music",Wildest Dreams (R3hab Remix),Taylor Swift,"Oct 15, 2015",$1.29,3:17,"℗ 2015 Big Machine Label Group, LLC"
Taylor Swift (Bonus Track Version),4.63964,"Country,Music,Pop,Teen Pop,Honky Tonk,Contemporary Country,Rock",Teardrops On My Guitar (Pop Version),Taylor Swift,"Oct 24, 2006",$0.99,2:59,"℗ 2008 Big Machine Records, LLC All Rights Reserved Under License to UMGD"
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Dear John,Taylor Swift,"Oct 25, 2010",$1.29,6:43,"℗ 2010 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",I Wish You Would,Taylor Swift,"Oct 27, 2014",$1.29,3:27,"℗ 2014 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Speak Now,Taylor Swift,"Oct 25, 2010",$1.29,4:00,"℗ 2010 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Better Than Revenge,Taylor Swift,"Oct 25, 2010",$1.29,3:37,"℗ 2010 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Last Kiss,Taylor Swift,"Oct 25, 2010",$1.29,6:07,"℗ 2010 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",This Love,Taylor Swift,"Oct 27, 2014",$1.29,4:10,"℗ 2014 Big Machine Records, LLC."
Taylor Swift (Bonus Track Version),4.63964,"Country,Music,Pop,Teen Pop,Honky Tonk,Contemporary Country,Rock",Should've Said No,Taylor Swift,"Oct 24, 2006",$1.29,4:02,"℗ 2008 Big Machine Records, LLC All Rights Reserved Under License to UMGD"
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",Fearless,Taylor Swift,"Nov 11, 2008",$1.29,4:01,"℗ 2008 Big Machine Records, LLC"
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",Begin Again,Taylor Swift,"Oct 22, 2012",$1.29,3:57,"℗ 2012 Big Machine Records, LLC."
Ours - Single,4.59365,"Country,Music",Ours,Taylor Swift,"Nov 08, 2011",$1.29,3:57,"℗ 2010 Big Machine Records, LLC."
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",All Too Well,Taylor Swift,"Oct 22, 2012",$1.29,5:29,"℗ 2012 Big Machine Records, LLC."
Taylor Swift (Bonus Track Version),4.63964,"Country,Music,Pop,Teen Pop,Honky Tonk,Contemporary Country,Rock",Tim McGraw,Taylor Swift,"Oct 24, 2006",$1.29,3:52,"℗ 2008 Big Machine Records, LLC All Rights Reserved Under License to UMGD"
1989,4.28299,"Pop,Music,Rock",I Know Places,Taylor Swift,"Oct 27, 2014",$1.29,3:15,"℗ 2014 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Enchanted,Taylor Swift,"Oct 25, 2010",$1.29,5:52,"℗ 2010 Big Machine Records, LLC."
Taylor Swift (Bonus Track Version),4.63964,"Country,Music,Pop,Teen Pop,Honky Tonk,Contemporary Country,Rock",Teardrops On My Guitar (Radio Single Remix),Taylor Swift,"Oct 24, 2006",$1.29,3:23,"℗ 2008 Big Machine Records, LLC All Rights Reserved Under License to UMGD"
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",The Story of Us,Taylor Swift,"Oct 25, 2010",$1.29,4:25,"℗ 2010 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",All You Had To Do Was Stay,Taylor Swift,"Oct 27, 2014",$1.29,3:13,"℗ 2014 Big Machine Records, LLC."
You Are In Love - Single,4.69731,"Pop,Music",You Are In Love,Taylor Swift,"Feb 24, 2015",$1.29,4:27,"℗ 2014 Big Machine Records, LLC"
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Sparks Fly,Taylor Swift,"Oct 25, 2010",$1.29,4:20,"℗ 2010 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",How You Get the Girl,Taylor Swift,"Oct 27, 2014",$1.29,4:07,"℗ 2014 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",Clean,Taylor Swift,"Oct 27, 2014",$1.29,4:31,"℗ 2014 Big Machine Records, LLC."
Taylor Swift (Bonus Track Version),4.63964,"Country,Music,Pop,Teen Pop,Honky Tonk,Contemporary Country,Rock",Picture to Burn,Taylor Swift,"Oct 24, 2006",$1.29,2:53,"℗ 2008 Big Machine Records, LLC All Rights Reserved Under License to UMGD"
Everybody (Bonus Track Version),4.61282,"Pop,Music",Sort Of,Ingrid Michaelson,"Aug 25, 2009",$0.99,3:21,℗ 2009 Cabin 24 Records
Lights Out,4.38969,"Pop,Music,Singer/Songwriter,Rock,Contemporary Singer/Songwriter,Adult Alternative",Open Hands (feat. Trent Dabbs),Ingrid Michaelson,"Apr 15, 2014",$1.29,4:06,℗ 2014 Cabin 24 Records
Lights Out,4.38969,"Pop,Music,Singer/Songwriter,Rock,Contemporary Singer/Songwriter,Adult Alternative",Afterlife,Ingrid Michaelson,"Apr 15, 2014",$1.29,4:04,℗ 2014 Cabin 24 Records
Lights Out,4.38969,"Pop,Music,Singer/Songwriter,Rock,Contemporary Singer/Songwriter,Adult Alternative",Over You (feat. A Great Big World),Ingrid Michaelson,"Apr 15, 2014",$1.29,4:43,℗ 2014 Cabin 24 Records
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",I Remember Her,Ingrid Michaelson,"Aug 26, 2016",$1.29,3:29,℗ 2016 Cabin 24 Records
Everybody (Bonus Track Version),4.61282,"Pop,Music",The Chain,Ingrid Michaelson,"Aug 25, 2009",$0.99,2:59,℗ 2009 Cabin 24 Records
Human Again,4.52412,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Always You (Bonus Track),Ingrid Michaelson,"Jan 24, 2012",$1.29,2:12,℗ Cabin 24 Records under exclusive license to Mom + Pop
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Drink You Gone,Ingrid Michaelson,"Aug 26, 2016",$1.29,3:40,℗ 2016 Cabin 24 Records
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Old Days,Ingrid Michaelson,"Aug 26, 2016",$1.29,4:04,℗ 2016 Cabin 24 Records
Turn to Stone - Single,4.80542,"Pop,Music,Rock",Turn to Stone,Ingrid Michaelson,"May 08, 2009",$1.29,4:36,℗ 2009 Cabin 24 Records
Everybody (Bonus Track Version),4.61282,"Pop,Music",Maybe,Ingrid Michaelson,"Aug 25, 2009",$1.29,3:13,℗ 2009 Cabin 24 Records
Lights Out,4.38969,"Pop,Music,Singer/Songwriter,Rock,Contemporary Singer/Songwriter,Adult Alternative",Time Machine,Ingrid Michaelson,"Apr 15, 2014",$1.29,3:32,℗ 2014 Cabin 24 Records
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Celebrate,Ingrid Michaelson,"Aug 26, 2016",$1.29,3:29,℗ 2016 Cabin 24 Records
Be OK,4.45584,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Keep Breathing,Ingrid Michaelson,"Oct 14, 2008",$0.99,3:25,℗ 2008 Cabin 24 Records
Winter Songs,4.28702,"Holiday,Music,Christmas",Winter Song,Sara Bareilles & Ingrid Michaelson,"Oct 14, 2008",$1.29,4:26,℗ 2008 Sony Music Entertainment
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Still the One,Ingrid Michaelson,"Aug 26, 2016",$1.29,2:32,℗ 2016 Cabin 24 Records
Be OK,4.45584,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Be OK,Ingrid Michaelson,"Oct 14, 2008",$1.29,2:27,℗ 2008 Cabin 24 Records
Everybody (Bonus Track Version),4.61282,"Pop,Music",Everybody,Ingrid Michaelson,"Aug 25, 2009",$0.99,3:29,℗ 2009 Cabin 24 Records
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Light Me Up,Ingrid Michaelson,"Aug 26, 2016",$1.29,4:07,℗ 2016 Cabin 24 Records
The Lotto - Single,,"Pop,Music,Adult Contemporary",The Lotto,Ingrid Michaelson & AJR,"Sep 30, 2016",$1.29,3:13,℗ 2016 Cabin 24 Records/Amab Songs
Be OK,4.45584,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",You and I,Ingrid Michaelson,"Oct 14, 2008",$1.29,2:28,℗ 2008 Cabin 24 Records
Lights Out,4.38969,"Pop,Music,Singer/Songwriter,Rock,Contemporary Singer/Songwriter,Adult Alternative",Girls Chase Boys,Ingrid Michaelson,"Apr 15, 2014",$1.29,3:41,℗ 2014 Cabin 24 Records
Be OK,4.45584,"Pop,Music,Rock,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter",Can't Help Falling In Love (Live At Daytrotter),Ingrid Michaelson,"Oct 14, 2008",$1.29,3:14,℗ 2008 Cabin 24 Records
Girls and Boys,4.36923,"Pop,Music,Alternative,College Rock,Indie Rock,Pop/Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",The Way I Am,Ingrid Michaelson,"Jun 28, 2007",$1.29,2:15,℗ 2007 Ingrid Michaelson
It Doesn't Have to Make Sense,4.37143,"Pop,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Rock,Adult Alternative",Hell No,Ingrid Michaelson,"Aug 26, 2016",$1.29,2:54,℗ 2016 Cabin 24 Records
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",White Horse,Taylor Swift,"Nov 11, 2008",$1.29,3:54,"℗ 2008 Big Machine Records, LLC"
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",Fifteen,Taylor Swift,"Nov 11, 2008",$1.29,4:54,"℗ 2008 Big Machine Records, LLC"
The Hunger Games (Songs from District 12 and Beyond),4.60053,"Soundtrack,Music","Safe & Sound (feat. The Civil Wars) [From ""The Hunger Games"" Soundtrack]",Taylor Swift,"Jan 01, 2012",$1.29,4:00,"℗ 2012 Universal Republic Records, a division of UMG Recordings, Inc."
Wonderland - Single,4.78822,"Pop,Music",Wonderland,Taylor Swift,"Feb 17, 2015",$1.29,4:05,"℗ 2014 Big Machine Records, LLC"
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",Everything Has Changed (feat. Ed Sheeran),Taylor Swift,"Oct 22, 2012",$1.29,4:05,"℗ 2012 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Mine,Taylor Swift,"Oct 25, 2010",$1.29,3:50,"℗ 2010 Big Machine Records, LLC."
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",Red,Taylor Swift,"Oct 22, 2012",$1.29,3:43,"℗ 2012 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Back to December,Taylor Swift,"Oct 25, 2010",$1.29,4:53,"℗ 2010 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Never Grow Up,Taylor Swift,"Oct 25, 2010",$1.29,4:50,"℗ 2010 Big Machine Records, LLC."
Speak Now,4.67865,"Country,Music,Honky Tonk,Rock,Contemporary Country",Mean,Taylor Swift,"Oct 25, 2010",$1.29,3:57,"℗ 2010 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",Out of the Woods,Taylor Swift,"Oct 27, 2014",$1.29,3:55,"℗ 2014 Big Machine Records, LLC."
Taylor Swift (Bonus Track Version),4.63964,"Country,Music,Pop,Teen Pop,Honky Tonk,Contemporary Country,Rock",Our Song,Taylor Swift,"Oct 24, 2006",$1.29,3:21,"℗ 2008 Big Machine Records, LLC All Rights Reserved Under License to UMGD"
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",We Are Never Ever Getting Back Together,Taylor Swift,"Oct 22, 2012",$1.29,3:13,"℗ 2012 Big Machine Records, LLC."
Bad Blood (feat. Kendrick Lamar) - Single,3.98665,"Pop,Music",Bad Blood (feat. Kendrick Lamar),Taylor Swift,"May 17, 2015",$1.29,3:19,"℗ 2015 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",Welcome To New York,Taylor Swift,"Oct 27, 2014",$1.29,3:32,"℗ 2014 Big Machine Records, LLC."
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",22,Taylor Swift,"Oct 22, 2012",$1.29,3:52,"℗ 2012 Big Machine Records, LLC."
Red,4.38597,"Country,Music,Rock,Contemporary Country,Honky Tonk,Pop,Teen Pop",I Knew You Were Trouble,Taylor Swift,"Oct 22, 2012",$1.29,3:39,"℗ 2012 Big Machine Records, LLC."
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",Love Story,Taylor Swift,"Nov 11, 2008",$1.29,3:55,"℗ 2008 Big Machine Records, LLC"
New Romantics - Single,4.65334,"Pop,Music,Rock",New Romantics,Taylor Swift,"Mar 03, 2015",$1.29,3:50,"℗ 2015 Big Machine Records, LLC"
Fearless,4.57582,"Country,Music,Rock,Honky Tonk,Pop,Adult Contemporary,Contemporary Country",You Belong With Me,Taylor Swift,"Nov 11, 2008",$1.29,3:51,"℗ 2008 Big Machine Records, LLC"
1989,4.28299,"Pop,Music,Rock",Style,Taylor Swift,"Oct 27, 2014",$1.29,3:51,"℗ 2014 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",Bad Blood,Taylor Swift,"Oct 27, 2014",$1.29,3:31,"℗ 2014 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",Blank Space,Taylor Swift,"Oct 27, 2014",$1.29,3:51,"℗ 2014 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",Wildest Dreams,Taylor Swift,"Oct 27, 2014",$1.29,3:40,"℗ 2014 Big Machine Records, LLC."
1989,4.28299,"Pop,Music,Rock",Shake It Off,Taylor Swift,"Oct 27, 2014",$1.29,3:39,"℗ 2014 Big Machine Records, LLC."
"Hands Up Essentials, Vol. 3",,"House,Music,Dance",Ready for Love (Chris Diver Radio Edit),Cascada,"Oct 07, 2016",$0.99,3:25,℗ 2016 Hands Up Essentials
Jonathan Livingston Seagull (Original Motion Picture Soundtrack),,"Soundtrack,Music,Pop,Adult Contemporary,Soundtrack,Soft Rock,Pop/Rock",Be (Recapitulation and Farewell To Fletcher),Neil Diamond,"Jan 01, 1973",$1.29,3:31,"℗ 1973 Neil Diamond under exclusive license to Capitol Records, LLC"
Dreams,,"Pop,Music",Ain't No Sunshine,Neil Diamond,"Oct 02, 2010",$1.29,3:36,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Live in America,,"Pop,Music,Adult Contemporary,Pop/Rock,Soft Rock",Love On the Rocks (Live At Richmond Coliseum / 1993),Neil Diamond,"Jun 28, 1994",$1.29,3:48,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Primitive,,"Pop,Music",Crazy,Neil Diamond,"Jan 01, 1984",$1.29,3:41,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
